Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
10.29014,S,10.29014,0.5337197,0.02345306,0.4080828,0.003376296,0,51.37632,17.29634,0.1429007,78.9598,101.6257,4.401152,-42.8954357737179,-42.85852,-1.779234,602.890854065589,593.573,93.85034,79.93703,81.01529,6378.359,810.3515
10.30014,S,10.30014,0.5333543,0.02350149,0.4080791,0.003383288,0,51.37632,17.26805,0.1429636,78.9598,101.6257,4.401152,-42.8777142099283,-42.84086,-1.777383,602.465965938329,593.1446,93.83257,79.93161,81.01058,6384.291,811.2899
10.31014,S,10.31014,0.5329891,0.02354919,0.4080754,0.003390275,0,51.37632,17.23977,0.1430255,78.9598,101.6257,4.401152,-42.8600126580875,-42.82322,-1.775532,602.041282890411,592.7164,93.81482,79.92618,81.00587,6390.218,812.2281
10.32014,S,10.32014,0.5326241,0.02359616,0.4080717,0.003397157,0,51.37632,17.21156,0.1430825,78.9598,101.6257,4.401152,-42.8423511425496,-42.80562,-1.773682,601.61670647829,592.2883,93.79708,79.92074,81.00114,6396.141,813.1662
10.33014,S,10.33014,0.5322592,0.02364384,0.408068,0.003403934,0,51.37632,17.18337,0.1431345,78.9598,101.6257,4.401152,-42.8247095150316,-42.78804,-1.771829,601.192436286512,591.8605,93.77937,79.9153,80.99642,6402.06,814.1041
10.34014,S,10.34014,0.5318945,0.02369215,0.4080643,0.003410815,0,51.37632,17.15524,0.1431901,78.9598,101.6257,4.401152,-42.807088148001,-42.77048,-1.769982,600.768172962766,591.4327,93.76167,79.90984,80.99169,6407.974,815.0417
10.35014,S,10.35014,0.5315298,0.02374557,0.4080606,0.003417785,0,51.37632,17.12713,0.1432489,78.9598,101.6257,4.401152,-42.7894868344795,-42.75294,-1.768136,600.344114750194,591.0051,93.74399,79.9044,80.98695,6413.884,815.9792
10.36014,S,10.36014,0.5311652,0.02379871,0.4080569,0.003425492,0,51.37632,17.09907,0.143338,78.9598,101.6257,4.401152,-42.7719165157641,-42.73543,-1.766314,599.920362779847,590.5778,93.72633,79.89894,80.98221,6419.79,816.9166
10.37014,S,10.37014,0.5308009,0.0238525,0.4080532,0.00343316,0,51.37632,17.07105,0.1434247,78.9598,101.6257,4.401152,-42.754376240913,-42.71795,-1.764493,599.496716149151,590.1506,93.70869,79.89347,80.97746,6425.691,817.8538
10.38014,S,10.38014,0.5304366,0.02390531,0.4080495,0.003440921,0,51.37632,17.04308,0.1435146,78.9598,101.6257,4.401152,-42.7368560597335,-42.70049,-1.762674,599.073275991589,589.7236,93.69106,79.888,80.9727,6431.589,818.7908
10.39014,S,10.39014,0.5300726,0.0239557,0.4080458,0.003448541,0,51.37632,17.01514,0.1435979,78.9598,101.6257,4.401152,-42.7193658400135,-42.68306,-1.760854,598.650039628561,589.2968,93.67345,79.88252,80.96794,6437.482,819.7277
10.40014,S,10.40014,0.5297087,0.02400719,0.4080421,0.003455813,0,51.37632,16.98725,0.1436661,78.9598,101.6257,4.401152,-42.7019053348013,-42.66566,-1.759027,598.22700975207,588.8702,93.65585,79.87704,80.96318,6443.371,820.6643
10.41014,S,10.41014,0.5293449,0.02405875,0.4080385,0.003463242,0,51.37632,16.9594,0.1437401,78.9598,101.6257,4.401152,-42.6844651295908,-42.64828,-1.757207,597.804087936076,588.4437,93.63828,79.87155,80.9584,6449.255,821.6008
10.42014,S,10.42014,0.5289813,0.02411071,0.4080348,0.003470681,0,51.37632,16.93159,0.1438138,78.9598,101.6257,4.401152,-42.6670449770891,-42.63092,-1.755388,597.381371280827,588.0174,93.62073,79.86605,80.95363,6455.135,822.537
10.43014,S,10.43014,0.5286177,0.02416451,0.4080311,0.003478178,0,51.37632,16.90381,0.1438893,78.9598,101.6257,4.401152,-42.6496549510929,-42.61359,-1.753572,596.958764054114,587.5912,93.6032,79.86054,80.94884,6461.011,823.4731
10.44014,S,10.44014,0.5282543,0.02421665,0.4080274,0.00348594,0,51.37632,16.87608,0.1439751,78.9598,101.6257,4.401152,-42.6322952980405,-42.59629,-1.751765,596.536362006528,587.1652,93.58569,79.85503,80.94405,6466.883,824.4091
10.45014,S,10.45014,0.527891,0.0242685,0.4080237,0.003493464,0,51.37632,16.84839,0.1440503,78.9598,101.6257,4.401152,-42.61495553303,-42.57901,-1.749955,596.114163796372,586.7394,93.56819,79.84952,80.93925,6472.75,825.3449
10.46014,S,10.46014,0.5275279,0.02431944,0.4080201,0.003500946,0,51.37632,16.82074,0.1441232,78.9598,101.6257,4.401152,-42.5976356974298,-42.56175,-1.748143,595.692172124448,586.3138,93.55071,79.84399,80.93445,6478.613,826.2805
10.47014,S,10.47014,0.5271649,0.02436874,0.4080164,0.003508296,0,51.37632,16.79313,0.14419,78.9598,101.6257,4.401152,-42.5803558977039,-42.54453,-1.746332,595.270385649806,585.8884,93.53325,79.83846,80.92964,6484.472,827.2159
10.48014,S,10.48014,0.5268021,0.02442057,0.4080127,0.00351541,0,51.37632,16.76557,0.1442464,78.9598,101.6257,4.401152,-42.5631058964199,-42.52734,-1.744516,594.848705956324,585.4631,93.5158,79.83292,80.92483,6490.327,828.1512
10.49014,S,10.49014,0.5264394,0.02446975,0.4080091,0.003522888,0,51.37632,16.73803,0.1443171,78.9598,101.6257,4.401152,-42.5458563336854,-42.51015,-1.74271,594.427231475722,585.038,93.49837,79.82737,80.92001,6496.177,829.0862
10.50014,S,10.50014,0.5260768,0.02452012,0.4080054,0.003529984,0,51.37632,16.71054,0.1443715,78.9598,101.6257,4.401152,-42.5286464384045,-42.493,-1.740896,594.005963565493,584.6131,93.48096,79.82182,80.91518,6502.023,830.0211
10.51015,S,10.51015,0.5257145,0.02456961,0.4080017,0.003537252,0,51.37632,16.6831,0.1444325,78.9598,101.6257,4.401152,-42.511466874274,-42.47588,-1.73909,593.584902233941,584.1884,93.46357,79.81626,80.91035,6507.865,830.9558
10.52015,S,10.52015,0.5253522,0.02461855,0.4079981,0.003544393,0,51.37632,16.6557,0.1444876,78.9598,101.6257,4.401152,-42.4943171910911,-42.45879,-1.737281,593.164046136508,583.7639,93.4462,79.81069,80.90552,6513.703,831.8904
10.53015,S,10.53015,0.5249901,0.02466904,0.4079944,0.003551455,0,51.37632,16.62833,0.1445388,78.9598,101.6257,4.401152,-42.4771674959835,-42.4417,-1.735471,592.743296865799,583.3395,93.42884,79.80512,80.90067,6519.536,832.8248
10.54015,S,10.54015,0.524628,0.02471973,0.4079907,0.00355874,0,51.37632,16.60101,0.1445985,78.9598,101.6257,4.401152,-42.4600681965048,-42.42466,-1.733671,592.322655787522,582.9152,93.41151,79.79954,80.89582,6525.365,833.759
10.55015,S,10.55015,0.5242661,0.02477094,0.4079871,0.003566053,0,51.37632,16.57371,0.1446587,78.9598,101.6257,4.401152,-42.442978958142,-42.40763,-1.731872,591.902219970209,582.4911,93.39419,79.79395,80.89096,6531.19,834.693
10.56015,S,10.56015,0.5239043,0.02481986,0.4079834,0.003573442,0,51.37632,16.54647,0.1447214,78.9598,101.6257,4.401152,-42.4259198865838,-42.39063,-1.730077,591.481988064194,582.0672,93.37688,79.78836,80.8861,6537.011,835.6268
10.57015,S,10.57015,0.5235427,0.02486973,0.4079798,0.003580502,0,51.37632,16.51926,0.1447701,78.9598,101.6257,4.401152,-42.4088805824284,-42.37365,-1.728276,591.06196414313,581.6435,93.3596,79.78275,80.88123,6542.827,836.5605
10.58015,S,10.58015,0.5231812,0.02492016,0.4079761,0.003587698,0,51.37632,16.49209,0.1448237,78.9598,101.6257,4.401152,-42.3918714044861,-42.3567,-1.726478,590.642047098259,581.2199,93.34233,79.77715,80.87636,6548.639,837.494
10.59015,S,10.59015,0.5228199,0.0249701,0.4079725,0.003594974,0,51.37632,16.46497,0.14488,78.9598,101.6257,4.401152,-42.374892515455,-42.33978,-1.724687,590.222335344046,580.7965,93.32508,79.77154,80.87148,6554.447,838.4274
10.60015,S,10.60015,0.5224587,0.02502029,0.4079688,0.003602179,0,51.37632,16.43788,0.1449328,78.9598,101.6257,4.401152,-42.3579235247238,-42.32287,-1.722893,589.802830245492,580.3733,93.30785,79.76591,80.86659,6560.251,839.3605
10.61015,S,10.61015,0.5220976,0.02506896,0.4079651,0.003609422,0,51.37632,16.41084,0.1449865,78.9598,101.6257,4.401152,-42.3410047653705,-42.30601,-1.721105,589.383530451501,579.9503,93.29064,79.76028,80.8617,6566.05,840.2935
10.62015,S,10.62015,0.5217367,0.02512001,0.4079615,0.003616444,0,51.37632,16.38383,0.1450307,78.9598,101.6257,4.401152,-42.3240957826664,-42.28916,-1.719311,588.964338930872,579.5274,93.27345,79.75465,80.8568,6571.846,841.2263
10.63015,S,10.63015,0.5213758,0.02517061,0.4079579,0.00362381,0,51.37632,16.35686,0.1450881,78.9598,101.6257,4.401152,-42.307197226691,-42.27232,-1.717527,588.545352732291,579.1047,93.25628,79.74901,80.8519,6577.637,842.159
10.64015,S,10.64015,0.5210152,0.02522077,0.4079542,0.003631112,0,51.37632,16.32993,0.1451423,78.9598,101.6257,4.401152,-42.2903387068954,-42.25552,-1.715744,588.126473467849,578.6821,93.23912,79.74336,80.84698,6583.423,843.0915
10.65015,S,10.65015,0.5206546,0.02526944,0.4079506,0.00363835,0,51.37632,16.30304,0.1451934,78.9598,101.6257,4.401152,-42.2735102315853,-42.23875,-1.713962,587.707897933898,578.2598,93.22198,79.7377,80.84207,6589.206,844.0238
10.66015,S,10.66015,0.5202942,0.02532054,0.4079469,0.003645371,0,51.37632,16.27619,0.1452353,78.9598,101.6257,4.401152,-42.2566915336066,-42.22199,-1.712174,587.28943071344,577.8376,93.20486,79.73204,80.83714,6594.984,844.9559
10.67015,S,10.67015,0.5199339,0.02537122,0.4079432,0.003652745,0,51.37632,16.24937,0.1452905,78.9598,101.6257,4.401152,-42.2399033259548,-42.20526,-1.710398,586.871070456327,577.4155,93.18775,79.72637,80.83221,6600.758,845.8879
10.68015,S,10.68015,0.5195737,0.02542044,0.4079396,0.003660059,0,51.37632,16.2226,0.1453428,78.9598,101.6257,4.401152,-42.2231451626916,-42.18856,-1.708623,586.453013948269,576.9937,93.17066,79.7207,80.82729,6606.528,846.8196
10.69015,S,10.69015,0.5192137,0.02547033,0.407936,0.003667161,0,51.37632,16.19587,0.1453861,78.9598,101.6257,4.401152,-42.2064068094057,-42.17188,-1.706843,586.035064419727,576.572,93.15359,79.71501,80.82234,6612.294,847.7513
10.70015,S,10.70015,0.5188538,0.0255213,0.4079323,0.003674359,0,51.37632,16.16917,0.1454326,78.9598,101.6257,4.401152,-42.1896886707288,-42.15522,-1.705068,585.617322998384,576.1505,93.13654,79.70933,80.81739,6618.056,848.6827
10.71015,S,10.71015,0.5184941,0.02557223,0.4079287,0.003681714,0,51.37632,16.14252,0.1454848,78.9598,101.6257,4.401152,-42.1730107704371,-42.1386,-1.703299,585.199687212349,575.7291,93.11951,79.70363,80.81243,6623.813,849.614
10.72015,S,10.72015,0.5181345,0.02562352,0.4079251,0.003689062,0,51.37632,16.11591,0.1455361,78.9598,101.6257,4.401152,-42.1563429712199,-42.12199,-1.701532,584.78225818651,575.3079,93.10249,79.69793,80.80748,6629.566,850.5451
10.73015,S,10.73015,0.5177751,0.02567587,0.4079214,0.003696463,0,51.37632,16.08932,0.1455887,78.9598,101.6257,4.401152,-42.139695224512,-42.1054,-1.699766,584.364934814366,574.8868,93.08549,79.69221,80.80251,6635.315,851.4761
10.74015,S,10.74015,0.5174156,0.0257268,0.4079178,0.003704017,0,51.37632,16.06279,0.1456468,78.9598,101.6257,4.401152,-42.1230877156285,-42.08885,-1.698006,583.947816850961,574.4659,93.0685,79.6865,80.79754,6641.06,852.4069
10.75015,S,10.75015,0.5170563,0.02577779,0.4079142,0.003711366,0,51.37632,16.03628,0.1456962,78.9598,101.6257,4.401152,-42.1064901060531,-42.07231,-1.696243,583.530907042769,574.0452,93.05154,79.68078,80.79256,6646.8,853.3375
10.76015,S,10.76015,0.5166972,0.02582953,0.4079105,0.003718723,0,51.37632,16.00982,0.1457454,78.9598,101.6257,4.401152,-42.0899225811633,-42.0558,-1.694482,583.114202659109,573.6247,93.03459,79.67504,80.78757,6652.536,854.2679
10.77015,S,10.77015,0.5163384,0.02588202,0.4079069,0.003726189,0,51.37632,15.9834,0.1457983,78.9598,101.6257,4.401152,-42.0733852616292,-42.03932,-1.692726,582.697605335576,573.2043,93.01766,79.6693,80.78258,6658.268,855.1981
10.78015,S,10.78015,0.5159795,0.0259346,0.4079033,0.003733763,0,51.37632,15.95702,0.1458547,78.9598,101.6257,4.401152,-42.0568581231548,-42.02285,-1.690974,582.281216197664,572.7841,93.00076,79.66357,80.77759,6663.996,856.1282
10.79015,S,10.79015,0.5156208,0.02598722,0.4078996,0.00374135,0,51.37632,15.93067,0.1459111,78.9598,101.6257,4.401152,-42.040371020724,-42.00642,-1.689223,581.865031137105,572.3641,92.98387,79.65781,80.77258,6669.72,857.0582
10.80015,S,10.80015,0.5152623,0.0260403,0.407896,0.003748943,0,51.37632,15.90438,0.145967,78.9598,101.6257,4.401152,-42.0239040910132,-41.99001,-1.687476,581.448954540409,571.9442,92.967,79.65205,80.76757,6675.439,857.9879
10.81015,S,10.81015,0.5149038,0.0260866,0.4078924,0.003756601,0,51.37632,15.87809,0.1460247,78.9598,101.6257,4.401152,-42.0074472214749,-41.97361,-1.68573,581.033082036081,571.5245,92.95014,79.64629,80.76255,6681.154,858.9175
10.82015,S,10.82015,0.5145456,0.02613263,0.4078888,0.003763282,0,51.37632,15.85186,0.1460439,78.9598,101.6257,4.401152,-41.9910194736332,-41.95724,-1.683962,580.617316641992,571.1049,92.9333,79.6405,80.75753,6686.865,859.8469
10.83015,S,10.83015,0.5141873,0.02618023,0.4078852,0.003769924,0,51.37632,15.82567,0.1460612,78.9598,101.6257,4.401152,-41.9746318432325,-41.94091,-1.682197,580.201758106085,570.6855,92.91647,79.63472,80.7525,6692.572,860.7762
10.84015,S,10.84015,0.5138292,0.0262294,0.4078816,0.003776793,0,51.37632,15.79952,0.1460867,78.9598,101.6257,4.401152,-41.9582545144674,-41.92459,-1.680439,579.786308079142,570.2662,92.89967,79.62893,80.74747,6698.275,861.7053
10.85015,S,10.85015,0.5134713,0.02627725,0.407878,0.003783888,0,51.37632,15.7734,0.1461205,78.9598,101.6257,4.401152,-41.9418973987908,-41.90829,-1.678686,579.371063553972,569.8471,92.88289,79.62313,80.74242,6703.973,862.6342
10.86015,S,10.86015,0.5131134,0.02632486,0.4078743,0.003790792,0,51.37632,15.74732,0.1461463,78.9598,101.6257,4.401152,-41.925570247917,-41.89202,-1.676932,578.956024537092,569.4282,92.86612,79.61732,80.73737,6709.667,863.5629
10.87015,S,10.87015,0.5127558,0.026373,0.4078707,0.003797663,0,51.37632,15.72128,0.1461704,78.9598,101.6257,4.401152,-41.9092831340044,-41.87579,-1.675179,578.541192414223,569.0095,92.84937,79.61151,80.73232,6715.357,864.4915
10.88015,S,10.88015,0.5123983,0.02642311,0.4078671,0.003804608,0,51.37632,15.69528,0.1461966,78.9598,101.6257,4.401152,-41.8929961290045,-41.85956,-1.673428,578.126467463626,568.5909,92.83264,79.60569,80.72726,6721.043,865.4199
10.89015,S,10.89015,0.5120408,0.02647376,0.4078635,0.003811839,0,51.37632,15.66931,0.1462333,78.9598,101.6257,4.401152,-41.8767394883149,-41.84336,-1.671686,577.711851078146,568.1724,92.81593,79.59986,80.72218,6726.725,866.3481
10.90015,S,10.90015,0.5116835,0.02652237,0.4078599,0.003819147,0,51.37632,15.64338,0.1462725,78.9598,101.6257,4.401152,-41.8605030198528,-41.82718,-1.669948,577.297537203006,567.7542,92.79923,79.59403,80.71711,6732.403,867.2762
10.91015,S,10.91015,0.5113264,0.0265719,0.4078563,0.003826162,0,51.37632,15.6175,0.1462999,78.9598,101.6257,4.401152,-41.8442963566473,-41.81103,-1.668205,576.8833305291,567.3361,92.78255,79.58819,80.71203,6738.076,868.2042
10.92015,S,10.92015,0.5109693,0.02662126,0.4078527,0.00383331,0,51.37632,15.59164,0.1463319,78.9598,101.6257,4.401152,-41.8281198976262,-41.79491,-1.666467,576.469329411768,566.9182,92.76588,79.58234,80.70694,6743.745,869.1319
10.93015,S,10.93015,0.5106124,0.0266723,0.4078491,0.003840431,0,51.37632,15.56582,0.1463621,78.9598,101.6257,4.401152,-41.8119534593092,-41.7788,-1.664729,576.055436900126,566.5004,92.74923,79.57649,80.70185,6749.41,870.0594
10.94016,S,10.94016,0.5102557,0.02672318,0.4078455,0.003847796,0,51.37632,15.54005,0.1464013,78.9598,101.6257,4.401152,-41.7958173840206,-41.76272,-1.663,575.641749963546,566.0828,92.7326,79.57063,80.69675,6755.071,870.9869
10.95016,S,10.95016,0.509899,0.02677687,0.4078419,0.003855138,0,51.37632,15.51432,0.1464389,78.9598,101.6257,4.401152,-41.7797013609909,-41.74666,-1.661272,575.22817165647,565.6653,92.71599,79.56477,80.69164,6760.728,871.9141
10.96016,S,10.96016,0.5095425,0.02682858,0.4078383,0.003862886,0,51.37632,15.48861,0.1464913,78.9598,101.6257,4.401152,-41.7636056683939,-41.73062,-1.659552,574.814797556871,565.248,92.69939,79.55889,80.68653,6766.38,872.8412
10.97016,S,10.97016,0.5091861,0.02688202,0.4078347,0.003870347,0,51.37632,15.46295,0.1465323,78.9598,101.6257,4.401152,-41.7475399007055,-41.71461,-1.65783,574.401532109128,564.8308,92.68281,79.55301,80.6814,6772.028,873.7681
10.98016,S,10.98016,0.5088298,0.0269346,0.4078311,0.003878058,0,51.37632,15.43731,0.1465821,78.9598,101.6257,4.401152,-41.7314944232486,-41.69862,-1.656115,573.988470884388,564.4138,92.66624,79.54712,80.67628,6777.672,874.6949
10.99016,S,10.99016,0.5084736,0.02698857,0.4078275,0.003885644,0,51.37632,15.41173,0.1466266,78.9598,101.6257,4.401152,-41.7154688786415,-41.68265,-1.654398,573.575618052439,563.997,92.6497,79.54123,80.67114,6783.312,875.6215
11.00016,S,11.00016,0.5081176,0.02704356,0.4078239,0.003893432,0,51.37632,15.38618,0.1466782,78.9598,101.6257,4.401152,-41.6994736556089,-41.66671,-1.652689,573.162872517994,563.5803,92.63317,79.53532,80.66601,6788.948,876.5479
11.01016,S,11.01016,0.5077617,0.02709847,0.4078203,0.003901367,0,51.37632,15.36065,0.1467345,78.9598,101.6257,4.401152,-41.6834885317043,-41.65078,-1.650982,572.750332619667,563.1638,92.61666,79.52942,80.66086,6794.58,877.4741
11.02016,S,11.02016,0.5074059,0.0271533,0.4078167,0.00390929,0,51.37632,15.33518,0.1467899,78.9598,101.6257,4.401152,-41.6675435624893,-41.63489,-1.649279,572.337998364173,562.7475,92.60017,79.52351,80.65571,6800.208,878.4002
11.03016,S,11.03016,0.5070503,0.02720919,0.4078131,0.003917202,0,51.37632,15.30974,0.1468442,78.9598,101.6257,4.401152,-41.6516086130641,-41.61901,-1.647576,571.925771435808,562.3313,92.58369,79.51758,80.65055,6805.831,879.3261
11.04016,S,11.04016,0.5066948,0.02726577,0.4078095,0.003925266,0,51.37632,15.28433,0.1469035,78.9598,101.6257,4.401152,-41.6357039050409,-41.60316,-1.645879,571.513751559934,561.9153,92.56723,79.51165,80.64539,6811.45,880.2519
11.05016,S,11.05016,0.5063394,0.02732343,0.4078059,0.003933431,0,51.37632,15.25897,0.146966,78.9598,101.6257,4.401152,-41.6198193668773,-41.58733,-1.644186,571.101839033868,561.4994,92.55079,79.50571,80.64021,6817.065,881.1775
11.06016,S,11.06016,0.5059842,0.02738106,0.4078024,0.00394175,0,51.37632,15.23363,0.1470336,78.9598,101.6257,4.401152,-41.6039650300414,-41.57153,-1.642498,570.690132186807,561.0837,92.53436,79.49978,80.63503,6822.676,882.1029
11.07016,S,11.07016,0.505629,0.02743754,0.4077988,0.003950065,0,51.37632,15.20833,0.1471003,78.9598,101.6257,4.401152,-41.5881107203609,-41.55573,-1.64081,570.278631025533,560.6682,92.51795,79.49383,80.62985,6828.283,883.0281
11.08016,S,11.08016,0.5052741,0.02749625,0.4077952,0.003958215,0,51.37632,15.18308,0.1471602,78.9598,101.6257,4.401152,-41.5723063595591,-41.53998,-1.639121,569.86723724397,560.2528,92.50156,79.48787,80.62466,6833.885,883.9532
11.09016,S,11.09016,0.5049192,0.02755571,0.4077916,0.003966687,0,51.37632,15.15786,0.1472315,78.9598,101.6257,4.401152,-41.5565123729853,-41.52424,-1.637441,569.456050561946,559.8376,92.48518,79.48191,80.61946,6839.483,884.8782
11.10016,S,11.10016,0.5045645,0.02761631,0.407788,0.003975267,0,51.37632,15.13268,0.147306,78.9598,101.6257,4.401152,-41.5407385553703,-41.50852,-1.635765,569.044971282518,559.4225,92.46883,79.47594,80.61425,6845.078,885.8029
11.11016,S,11.11016,0.5042098,0.02766821,0.4077845,0.00398401,0,51.37632,15.10752,0.1473858,78.9598,101.6257,4.401152,-41.5249949774582,-41.49283,-1.634095,568.634096327484,559.0076,92.45248,79.46996,80.60904,6850.667,886.7275
11.12016,S,11.12016,0.5038553,0.02772428,0.4077809,0.0039915,0,51.37632,15.08242,0.1474187,78.9598,101.6257,4.401152,-41.509270309549,-41.47716,-1.632397,568.223330193553,558.5928,92.43615,79.46397,80.60382,6856.253,887.652
11.13016,S,11.13016,0.5035009,0.02777965,0.4077773,0.00399959,0,51.37632,15.05734,0.1474731,78.9598,101.6257,4.401152,-41.4935662438154,-41.46151,-1.630714,567.81277259846,558.1782,92.41985,79.45797,80.59859,6861.835,888.5762
11.14016,S,11.14016,0.5031466,0.02783468,0.4077737,0.004007579,0,51.37632,15.0323,0.1475232,78.9598,101.6257,4.401152,-41.4778921823549,-41.44589,-1.629031,567.402417952722,557.7638,92.40356,79.45197,80.59336,6867.413,889.5004
11.15016,S,11.15016,0.5027926,0.02789166,0.4077702,0.00401552,0,51.37632,15.00731,0.147571,78.9598,101.6257,4.401152,-41.4622381722442,-41.43029,-1.627349,566.99217216235,557.3495,92.38728,79.44595,80.58813,6872.986,890.4243
11.16016,S,11.16016,0.5024386,0.02794833,0.4077666,0.004023741,0,51.37632,14.98234,0.1476283,78.9598,101.6257,4.401152,-41.4466044488373,-41.41471,-1.625674,566.582133539841,556.9354,92.37103,79.43993,80.58288,6878.556,891.3481
11.17016,S,11.17016,0.5020847,0.02800659,0.407763,0.004031919,0,51.37632,14.95741,0.1476834,78.9598,101.6257,4.401152,-41.4310007688156,-41.39916,-1.624,566.172200993735,556.5214,92.35479,79.43391,80.57763,6884.121,892.2717
11.18016,S,11.18016,0.5017309,0.02806571,0.4077595,0.004040326,0,51.37632,14.93251,0.1477463,78.9598,101.6257,4.401152,-41.4154073434347,-41.38362,-1.622332,565.762475634826,556.1076,92.33857,79.42788,80.57236,6889.682,893.1952
